variant,fold_id,subject_id,method,n_windows,accuracy,macro_f1,active_macro_f1,nll,override_free_pred_rate
assist_prefix_only,0,S104,standardized_logreg_smoothed,4200,0.5,0.06061568214290869,0.0,1.7581318193082582,0.5
assist_prefix_only,0,S106,standardized_logreg_smoothed,4200,0.5095238095238095,0.09106121463916733,0.02906331822273087,1.6700796115890828,0.49047619047619045
assist_tail_only,0,S010,standardized_logreg_smoothed,4200,0.6628571428571428,0.55867425255047,0.5374394499207568,0.7892450916366107,0.33714285714285713
assist_tail_only,0,S011,standardized_logreg_smoothed,4200,0.6285714285714286,0.5137840812870808,0.497929286055993,0.8691451178735603,0.37142857142857144
assist_tail_only,0,S014,standardized_logreg_smoothed,4200,0.6845238095238095,0.5617289075387816,0.5123334840340501,0.8049178347228759,0.31547619047619047
assist_tail_only,0,S017,standardized_logreg_smoothed,4200,0.699047619047619,0.6084655542656526,0.5774805174072006,0.787682008446597,0.30095238095238097
assist_tail_only,0,S018,standardized_logreg_smoothed,4200,0.7202380952380952,0.6268929295009138,0.5742116768633522,0.7441099419697481,0.27976190476190477
assist_tail_only,0,S101,standardized_logreg_smoothed,4200,0.7385714285714285,0.651106905782186,0.5977843580230906,0.7320616304614662,0.26142857142857145
assist_tail_only,0,S102,standardized_logreg_smoothed,4200,0.6997619047619048,0.6124620193936031,0.5863572724114392,0.7958082957760049,0.30023809523809525
assist_tail_only,0,S104,standardized_logreg_smoothed,4200,0.7219047619047619,0.6283318282978149,0.5841660478891149,0.7266417893325583,0.2780952380952381
assist_tail_only,0,S106,standardized_logreg_smoothed,4200,0.7071428571428572,0.594590849339703,0.5592088905775585,0.7961373239430276,0.29285714285714287
metadata_object_context,0,S010,standardized_logreg_smoothed,4200,0.5,0.06145813508566147,0.0008616975441619992,0.9749062670502426,0.5
metadata_object_context,0,S011,standardized_logreg_smoothed,4200,0.5,0.0606060606060606,0.0,0.9749447050409284,0.5
metadata_object_context,0,S014,standardized_logreg_smoothed,4200,0.5,0.06145813508566147,0.0008616975441619992,0.9743968572851829,0.5
metadata_object_context,0,S017,standardized_logreg_smoothed,4200,0.5,0.0606060606060606,0.0,0.9759824316422583,0.5
metadata_object_context,0,S018,standardized_logreg_smoothed,4200,0.5,0.0606060606060606,0.0,0.9754273319552562,0.5
metadata_object_context,0,S101,standardized_logreg_smoothed,4200,0.5,0.0606060606060606,0.0,0.9746423290167775,0.5
metadata_object_context,0,S102,standardized_logreg_smoothed,4200,0.5,0.0606060606060606,0.0,0.973081715532857,0.5
metadata_object_context,0,S104,standardized_logreg_smoothed,4200,0.5,0.0606060606060606,0.0,0.9756327823236749,0.5
metadata_object_context,0,S106,standardized_logreg_smoothed,4200,0.5,0.0606060606060606,0.0,0.9788049140394178,0.5
full_assist_shuffled_tail,0,S010,standardized_logreg_smoothed,4200,0.5066666666666667,0.09513024032724425,0.03392455226996356,1.670868801385221,0.49333333333333335
full_assist_shuffled_tail,0,S011,standardized_logreg_smoothed,4200,0.5090476190476191,0.11316575979044986,0.05397963760891098,1.7607494037178288,0.490952380952381
full_assist_shuffled_tail,0,S014,standardized_logreg_smoothed,4200,0.5011904761904762,0.06487247756242691,0.0041893590280687055,1.7040806927818775,0.4988095238095238
full_assist_shuffled_tail,0,S017,standardized_logreg_smoothed,4200,0.495,0.06360701899226164,0.0033533056695729414,1.7197876852585112,0.505
full_assist_shuffled_tail,0,S018,standardized_logreg_smoothed,4200,0.5004761904761905,0.06911357102848716,0.00841867135208924,1.673944002443995,0.49952380952380954
full_assist_shuffled_tail,0,S101,standardized_logreg_smoothed,4200,0.5,0.06061568214290869,0.0,1.7321024908986975,0.5
full_assist_shuffled_tail,0,S102,standardized_logreg_smoothed,4200,0.4897619047619048,0.07642028008767715,0.0185705031310732,1.8337040714316748,0.5102380952380953
full_assist_shuffled_tail,0,S104,standardized_logreg_smoothed,4200,0.5,0.06061568214290869,0.0,1.7593976580755821,0.5
full_assist_shuffled_tail,0,S106,standardized_logreg_smoothed,4200,0.5111904761904762,0.09623372510838991,0.0342202605814536,1.670854237893039,0.4888095238095238
assist_tail_shuffled_only,0,S010,standardized_logreg_smoothed,4200,0.5,0.0606060606060606,0.0,1.8454228360999632,0.5
assist_tail_shuffled_only,0,S011,standardized_logreg_smoothed,4200,0.5,0.0606060606060606,0.0,1.8451635648940425,0.5
assist_tail_shuffled_only,0,S014,standardized_logreg_smoothed,4200,0.5,0.0606060606060606,0.0,1.8455621432788527,0.5
assist_tail_shuffled_only,0,S017,standardized_logreg_smoothed,4200,0.5,0.0606060606060606,0.0,1.8444304877089521,0.5
assist_tail_shuffled_only,0,S018,standardized_logreg_smoothed,4200,0.5,0.0606060606060606,0.0,1.8450089783689456,0.5
