audit,split,fold_id,condition,policy,accuracy,balanced_accuracy,macro_f1,active_macro_f1,risk_coverage_auc,mean_cdc,expected_cdc,mean_cdc_all,candidate_cdc_all,intervention_rate,changed_vs_user_rate,n_test,tau,threshold,budget_type,budget,dev_budget_value,test_budget_value,test_budget_gap
context_degradation,amputee_loso,9,uniform_mix_lambda=0.75,CD-margin tau=1.00,0.39261904761904765,0.6187878787878788,0.4463469307434025,0.6210431705073517,0.5918046819904741,0.06706138026881604,0.06085021909629951,0.06085021909629951,0.06085021909629951,0.9073809523809524,0.9073809523809524,4200,1.0,,,,,,
context_degradation,amputee_loso,9,uniform_mix_lambda=1.00,AssistOnly,0.5,0.09090909090909091,0.0606060606060606,0.0,0.5023819804543008,0.07702597252399436,0.062446056296238284,0.062446056296238284,0.062446056296238284,0.8107142857142857,0.8107142857142857,4200,,,,,,,
context_degradation,amputee_loso,9,uniform_mix_lambda=1.00,CD-margin tau=0.00,0.15857142857142856,0.0864935064935065,0.06842247829520108,0.048858553449170256,0.9021535692403981,0.0,0.0,0.0,0.062446056296238284,0.0,0.0,4200,0.0,,,,,,
context_degradation,amputee_loso,9,uniform_mix_lambda=1.00,CD-margin tau=0.01,0.30976190476190474,0.10852813852813852,0.09284648090032964,0.04514372783326879,0.8708753568099458,0.003975773071876376,0.0008121936418261739,0.0008121936418261739,0.062446056296238284,0.2042857142857143,0.2042857142857143,4200,0.01,,,,,,
context_degradation,amputee_loso,9,uniform_mix_lambda=1.00,CD-margin tau=0.02,0.36833333333333335,0.11528138528138526,0.09974169746489253,0.04411762335378311,0.8416609547470821,0.007235219376632734,0.002141280401227259,0.002141280401227259,0.062446056296238284,0.29595238095238097,0.29595238095238097,4200,0.02,,,,,,
context_degradation,amputee_loso,9,uniform_mix_lambda=1.00,CD-margin tau=0.05,0.4116666666666667,0.10679653679653679,0.09208598005377398,0.03354192501536078,0.7861576114975567,0.016353490390616943,0.0072889842883892665,0.0072889842883892665,0.062446056296238284,0.44571428571428573,0.44571428571428573,4200,0.05,,,,,,
context_degradation,amputee_loso,9,uniform_mix_lambda=1.00,CD-margin tau=0.10,0.44261904761904763,0.09411255411255409,0.07570508731168663,0.018142039490794157,0.690174315749895,0.03201273789721412,0.019939362461693373,0.019939362461693373,0.062446056296238284,0.6228571428571429,0.6228571428571429,4200,0.1,,,,,,
context_degradation,amputee_loso,9,uniform_mix_lambda=1.00,CD-margin tau=0.20,0.4719047619047619,0.08969696969696969,0.06646982951511055,0.006559305326910961,0.600386170003931,0.046421886528988175,0.033512180941879084,0.033512180941879084,0.062446056296238284,0.7219047619047619,0.7219047619047619,4200,0.2,,,,,,
context_degradation,amputee_loso,9,uniform_mix_lambda=1.00,CD-margin tau=0.50,0.49952380952380954,0.0916017316017316,0.06235710606033802,0.0016913319238900633,0.4578964531866567,0.07440493418545341,0.05998454932189173,0.05998454932189173,0.062446056296238284,0.8061904761904762,0.8061904761904762,4200,0.5,,,,,,
context_degradation,amputee_loso,9,uniform_mix_lambda=1.00,CD-margin tau=1.00,0.5,0.09090909090909091,0.0606060606060606,0.0,0.4461176403439953,0.07702597252399436,0.062446056296238284,0.062446056296238284,0.062446056296238284,0.8107142857142857,0.8107142857142857,4200,1.0,,,,,,
context_degradation,amputee_loso,9,trial_shift_k=1,AssistOnly,0.4,0.634935064935065,0.4590209007412714,0.6401515647981862,0.573650801087259,0.06705814057891864,0.060927110583131786,0.060927110583131786,0.060927110583131786,0.9085714285714286,0.9085714285714286,4200,,,,,,,
context_degradation,amputee_loso,9,trial_shift_k=1,CD-margin tau=0.00,0.15857142857142856,0.0864935064935065,0.06842247829520108,0.048858553449170256,0.9021535692403981,0.0,0.0,0.0,0.060927110583131786,0.0,0.0,4200,0.0,,,,,,
context_degradation,amputee_loso,9,trial_shift_k=1,CD-margin tau=0.01,0.18166666666666667,0.18108225108225107,0.13400701664674655,0.15432995368215466,0.7579654975888297,0.005531812535387957,0.0011616806324314707,0.0011616806324314707,0.060927110583131786,0.21,0.21,4200,0.01,,,,,,
context_degradation,amputee_loso,9,trial_shift_k=1,CD-margin tau=0.02,0.21928571428571428,0.2755844155844156,0.20717588770001907,0.25917431572443905,0.681508582293884,0.009417073058492362,0.003515707275170482,0.003515707275170482,0.060927110583131786,0.37333333333333335,0.37333333333333335,4200,0.02,,,,,,
