audit,split,model,n_folds,accuracy_mean,accuracy_ci_low,accuracy_ci_high,balanced_accuracy_mean,balanced_accuracy_ci_low,balanced_accuracy_ci_high,macro_f1_mean,macro_f1_ci_low,macro_f1_ci_high,active_macro_f1_mean,active_macro_f1_ci_low,active_macro_f1_ci_high,nll_mean,nll_ci_low,nll_ci_high,ece_mean,ece_ci_low,ece_ci_high,brier_mean,brier_ci_low,brier_ci_high
context_prior_or_assist_ablation,amputee_loso,object_prior_active_conditional,15,0.4142857142857144,0.41428571428571437,0.4142857142857145,0.753246753246753,0.7532467532467529,0.7532467532467532,0.4932918536135152,0.4932918536135152,0.4932918536135152,0.8147809364880703,0.8147809364880702,0.8147809364880704,13.95532873453137,13.955328734531369,13.955328734531372,0.40613639585970956,0.4061363958597095,0.4061363958597096,0.9921032868904976,0.9921032868904974,0.9921032868904979
context_prior_or_assist_ablation,amputee_loso,object_prior_allclass,15,0.5,0.5,0.5,0.09090909090909088,0.09090909090909087,0.0909090909090909,0.06060606060606058,0.060606060606060566,0.060606060606060594,0.0,0.0,0.0,0.8329776593428095,0.8329776593428094,0.8329776593428097,0.0023225165939437095,0.0023225165939436895,0.0023225165939437294,0.5483660690724309,0.5483660690724309,0.5483660690724309
user_decoder_adequacy,able_to_amputee,extra_trees,1,0.4592222222222222,0.4592222222222222,0.4592222222222222,0.12297546897546897,0.12297546897546897,0.12297546897546897,0.11345066248507742,0.11345066248507742,0.11345066248507742,0.05679432797712587,0.05679432797712587,0.05679432797712587,1.8989154478340413,1.8989154478340413,1.8989154478340413,0.12577233901345033,0.12577233901345033,0.12577233901345033,0.7378628996374743,0.7378628996374743,0.7378628996374743
user_decoder_adequacy,able_to_amputee,lda,1,0.44315873015873014,0.44315873015873014,0.44315873015873014,0.10961327561327562,0.10961327561327562,0.10961327561327562,0.0848947637665488,0.0848947637665488,0.0848947637665488,0.030855633396775165,0.030855633396775165,0.030855633396775165,4.268887245023322,4.268887245023322,4.268887245023322,0.22286508426359486,0.22286508426359486,0.22286508426359486,0.8514616089751893,0.8514616089751893,0.8514616089751893
user_decoder_adequacy,able_to_amputee,logreg,1,0.3533650793650794,0.3533650793650794,0.3533650793650794,0.14305339105339107,0.14305339105339107,0.14305339105339107,0.12939858973761237,0.12939858973761237,0.12939858973761237,0.08773686241198858,0.08773686241198858,0.08773686241198858,4.615046416044355,4.615046416044355,4.615046416044355,0.3171871195938556,0.3171871195938556,0.3171871195938556,0.978254703497508,0.978254703497508,0.978254703497508
user_decoder_adequacy,able_to_amputee,random_forest,1,0.48807936507936506,0.48807936507936506,0.48807936507936506,0.1274170274170274,0.1274170274170274,0.1274170274170274,0.11963514898731574,0.11963514898731574,0.11963514898731574,0.058487133056198785,0.058487133056198785,0.058487133056198785,1.9097964126469413,1.9097964126469413,1.9097964126469413,0.1505191051321407,0.1505191051321407,0.1505191051321407,0.7425107875304218,0.7425107875304218,0.7425107875304218
user_decoder_adequacy,all_subject_kfold,extra_trees,5,0.47908465608465606,0.46880086901260865,0.48936844315670347,0.1692881192881193,0.15901675936799609,0.1795594792082425,0.17084613999321507,0.1610314764181906,0.18066080356823955,0.11724202765644823,0.10715750783473804,0.12732654747815841,1.8489234027668935,1.8190755516360275,1.8787712538977595,0.1567823419695485,0.14586190607602756,0.16770277786306942,0.7291320348897802,0.7187896078284997,0.7394744619510607
user_decoder_adequacy,all_subject_kfold,lda,5,0.46390476190476193,0.42686886537417396,0.5009406584353499,0.12051948051948051,0.11143057412328862,0.12960838691567242,0.10831014536149526,0.09742031755012223,0.11919997317286829,0.05349965560417806,0.0429166162905433,0.06408269491781282,2.607640437586632,1.6128565488664555,3.602424326306809,0.09356743150940318,0.04762569997710376,0.1395091630417026,0.748673990630863,0.6888413208915677,0.8085066603701584
user_decoder_adequacy,all_subject_kfold,logreg,5,0.3260476190476191,0.29397914298152505,0.3581160951137131,0.17148051948051948,0.1611048224218416,0.18185621653919737,0.1611767365068656,0.1496341911085624,0.17271928190516878,0.13399436164831163,0.1252300251446686,0.14275869815195466,3.245747133266655,2.284382358329611,4.2071119082037,0.2169903190812566,0.17581130127217418,0.25816933689033905,0.922820252581594,0.8671129735864748,0.9785275315767131
user_decoder_adequacy,all_subject_kfold,random_forest,5,0.47292063492063485,0.4648167262631955,0.4810245435780742,0.17652236652236653,0.16614554710122595,0.1868991859435071,0.1799834470884498,0.16982895708549323,0.19013793709140636,0.12796426542910755,0.11719910222927545,0.13872942862893967,1.8636822077346071,1.83481220962225,1.8925522058469644,0.15139177747805999,0.1398173352179729,0.16296621973814707,0.7335979695928427,0.7236242131153429,0.7435717260703426
