audit,split,fold_id,model,accuracy,balanced_accuracy,macro_f1,active_macro_f1,nll,ece,brier,n_test
user_decoder_adequacy,amputee_loso,0,random_forest,0.4880952380952381,0.1432900432900433,0.1355296093390866,0.06715718033764138,1.8331408539048806,0.20263876000231462,0.7159076662906187,4200
user_decoder_adequacy,amputee_loso,0,extra_trees,0.5007142857142857,0.15454545454545457,0.148240959885016,0.08127493528107615,1.7664278905489044,0.17855424271385095,0.6891899545220019,4200
context_prior_or_assist_ablation,amputee_loso,1,object_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.8329776593428097,0.002322516593943613,0.5483660690724309,4200
context_prior_or_assist_ablation,amputee_loso,1,object_prior_active_conditional,0.4142857142857143,0.7532467532467532,0.4932918536135152,0.8147809364880704,13.955328734531369,0.4061363958597096,0.9921032868904981,4200
context_prior_or_assist_ablation,amputee_loso,1,object_only_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.9670546797882991,0.0017450358123583531,0.5931388551123562,4200
context_prior_or_assist_ablation,amputee_loso,1,object_only_prior_active_conditional,0.3357142857142857,0.6103896103896104,0.4076623691363823,0.6630997489594874,14.089411373060472,0.3308007587581344,0.9954351101531479,4200
context_prior_or_assist_ablation,amputee_loso,1,metadata_extra_trees,0.4157142857142857,0.751168831168831,0.49966669315181006,0.7463932963523284,1.3680721041947335,0.3403353247084512,0.8478169926483045,4200
context_prior_or_assist_ablation,amputee_loso,1,metadata_logreg,0.4142857142857143,0.7532467532467532,0.4996760500689634,0.8244641321156732,1.3942225597559403,0.34670289642950125,0.8509253808977725,4200
context_prior_or_assist_ablation,amputee_loso,1,assist_full_extra_trees,0.7388095238095238,0.673939393939394,0.6852326607679524,0.6777708679334551,0.6704137938247071,0.1319335543126011,0.39320005966951993,4200
context_prior_or_assist_ablation,amputee_loso,1,assist_tail_extra_trees,0.6726190476190477,0.8033333333333335,0.6795858260360254,0.7768995755919363,0.6861227396738822,0.04323382151015834,0.42710086255555835,4200
context_prior_or_assist_ablation,amputee_loso,1,assist_prefix_extra_trees,0.47904761904761906,0.13073593073593076,0.11546691787377748,0.05842946002764822,1.9278140815298799,0.08188553553429505,0.7196718988084738,4200
user_decoder_adequacy,amputee_loso,1,lda,0.48904761904761906,0.13800865800865803,0.10855547371773532,0.04835889329038097,1.993165015522777,0.10369063139679761,0.7273859831149909,4200
user_decoder_adequacy,amputee_loso,1,logreg,0.3530952380952381,0.12341991341991342,0.10040979300828944,0.05339883435020359,2.7917581758998944,0.27752201660740905,0.9220584456210006,4200
user_decoder_adequacy,amputee_loso,1,random_forest,0.4645238095238095,0.123030303030303,0.10080418713348736,0.040515388461238304,1.9759231838675027,0.08428960556815884,0.7443276944420413,4200
user_decoder_adequacy,amputee_loso,1,extra_trees,0.4654761904761905,0.1228138528138528,0.10447742091518677,0.044182362846939015,1.9634370070185052,0.10493028286701267,0.735325384831914,4200
context_prior_or_assist_ablation,amputee_loso,2,object_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.8329776593428097,0.0023225165939437242,0.5483660690724309,4200
context_prior_or_assist_ablation,amputee_loso,2,object_prior_active_conditional,0.4142857142857143,0.7532467532467532,0.4932918536135152,0.8147809364880704,13.955328734531369,0.4061363958597096,0.9921032868904981,4200
context_prior_or_assist_ablation,amputee_loso,2,object_only_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.9670546797882991,0.0017450358123583531,0.5931388551123562,4200
context_prior_or_assist_ablation,amputee_loso,2,object_only_prior_active_conditional,0.3357142857142857,0.6103896103896104,0.4076623691363823,0.6630997489594874,14.089411373060472,0.3308007587581344,0.9954351101531479,4200
context_prior_or_assist_ablation,amputee_loso,2,metadata_extra_trees,0.4142857142857143,0.7532467532467532,0.5011627218229575,0.8259030555111183,1.3705286521377429,0.3384345740465257,0.8483249506314852,4200
context_prior_or_assist_ablation,amputee_loso,2,metadata_logreg,0.4142857142857143,0.7532467532467532,0.5020449663342116,0.8272125793206421,1.3932788753612646,0.34633592916004513,0.8512114825557101,4200
context_prior_or_assist_ablation,amputee_loso,2,assist_full_extra_trees,0.7407142857142858,0.7518181818181818,0.7052087903966168,0.7309324226064035,0.6074738657221684,0.1132958438680181,0.36662395531376174,4200
context_prior_or_assist_ablation,amputee_loso,2,assist_tail_extra_trees,0.6166666666666667,0.7993939393939393,0.6463233906512721,0.7822879726341362,0.7382115530543899,0.0516293398366755,0.4744607515849442,4200
context_prior_or_assist_ablation,amputee_loso,2,assist_prefix_extra_trees,0.4861904761904762,0.12151515151515149,0.11438905676363219,0.05024407811050837,1.8540464822805809,0.18812760548847987,0.7235558327328139,4200
user_decoder_adequacy,amputee_loso,2,lda,0.4976190476190476,0.09943722943722944,0.07467894462130782,0.01301642832797591,1.7492716003725497,0.09719254956019252,0.6630862347461601,4200
user_decoder_adequacy,amputee_loso,2,logreg,0.32,0.147012987012987,0.1321498462312485,0.09176974098651747,2.310727460735575,0.1512399387460793,0.8794253822307894,4200
user_decoder_adequacy,amputee_loso,2,random_forest,0.43761904761904763,0.130995670995671,0.12787976418308594,0.06901875953709383,1.9002199023432305,0.14989626202459808,0.7423275883137115,4200
user_decoder_adequacy,amputee_loso,2,extra_trees,0.44285714285714284,0.10818181818181817,0.0978900746532758,0.03660292329627683,1.8761743458295725,0.17994397490315728,0.7331092414342099,4200
context_prior_or_assist_ablation,amputee_loso,3,object_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.8329776593428098,0.0023225165939437242,0.5483660690724309,4200
context_prior_or_assist_ablation,amputee_loso,3,object_prior_active_conditional,0.4142857142857143,0.7532467532467532,0.4932918536135152,0.8147809364880704,13.955328734531367,0.4061363958597097,0.9921032868904981,4200
context_prior_or_assist_ablation,amputee_loso,3,object_only_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.967054679788299,0.0017450358123583531,0.5931388551123562,4200
context_prior_or_assist_ablation,amputee_loso,3,object_only_prior_active_conditional,0.3357142857142857,0.6103896103896104,0.4076623691363823,0.6630997489594874,14.089411373060472,0.3308007587581344,0.9954351101531479,4200
context_prior_or_assist_ablation,amputee_loso,3,metadata_extra_trees,0.4057142857142857,0.7368831168831168,0.4939981452860199,0.7415263700954076,1.3852945302360378,0.34699754124521553,0.8590801101959763,4200
context_prior_or_assist_ablation,amputee_loso,3,metadata_logreg,0.41285714285714287,0.7506493506493506,0.49783939101387387,0.8214281995282018,1.4004167176103357,0.34791691449834244,0.8544074138037087,4200
context_prior_or_assist_ablation,amputee_loso,3,assist_full_extra_trees,0.7238095238095238,0.680952380952381,0.6688923667867445,0.67493723583054,0.6238079022447885,0.09894841515979881,0.3782573101315798,4200
context_prior_or_assist_ablation,amputee_loso,3,assist_tail_extra_trees,0.6619047619047619,0.7733333333333333,0.6596025469792944,0.747390415829586,0.6853921778695565,0.04519253203646367,0.4316871147553261,4200
context_prior_or_assist_ablation,amputee_loso,3,assist_prefix_extra_trees,0.5019047619047619,0.12865800865800867,0.12688155092754883,0.06141358651543069,1.8640332297649231,0.17152482062364777,0.7141899162850008,4200
user_decoder_adequacy,amputee_loso,3,lda,0.5026190476190476,0.09606060606060604,0.07082279128508938,0.008936880262916018,1.7524063641738987,0.14345716061255395,0.6572101039511563,4200
user_decoder_adequacy,amputee_loso,3,logreg,0.3678571428571429,0.15532467532467534,0.14446385294870404,0.09904478321276368,2.2514485433830926,0.20014337307081262,0.8692386697625927,4200
user_decoder_adequacy,amputee_loso,3,random_forest,0.49357142857142855,0.13922077922077922,0.13620245378135862,0.06965750350112648,1.8469684617786886,0.18982902654072253,0.7110042491009043,4200
user_decoder_adequacy,amputee_loso,3,extra_trees,0.5014285714285714,0.13129870129870128,0.12502462379848023,0.059937738955359435,1.8230421480444308,0.18406386473971081,0.7009393331953786,4200
context_prior_or_assist_ablation,amputee_loso,4,object_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.8329776593428097,0.002322516593943613,0.5483660690724309,4200
context_prior_or_assist_ablation,amputee_loso,4,object_prior_active_conditional,0.4142857142857143,0.7532467532467532,0.4932918536135152,0.8147809364880704,13.955328734531369,0.4061363958597097,0.9921032868904981,4200
context_prior_or_assist_ablation,amputee_loso,4,object_only_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.967054679788299,0.0017450358123583531,0.5931388551123561,4200
context_prior_or_assist_ablation,amputee_loso,4,object_only_prior_active_conditional,0.3357142857142857,0.6103896103896104,0.4076623691363823,0.6630997489594874,14.089411373060472,0.3308007587581344,0.9954351101531479,4200
context_prior_or_assist_ablation,amputee_loso,4,metadata_extra_trees,0.4123809523809524,0.741991341991342,0.4994133291136111,0.7446622299442595,1.3734558763638958,0.33881020300486164,0.8476797298488239,4200
context_prior_or_assist_ablation,amputee_loso,4,metadata_logreg,0.4164285714285714,0.757142857142857,0.5027783196177027,0.8295641286983167,1.3795795329931082,0.34194882461462756,0.8457348373478051,4200
context_prior_or_assist_ablation,amputee_loso,4,assist_full_extra_trees,0.5283333333333333,0.5332034632034632,0.5157277688836428,0.5912136527985207,0.8737778582849075,0.05365409050118095,0.5517042054897926,4200
context_prior_or_assist_ablation,amputee_loso,4,assist_tail_extra_trees,0.6285714285714286,0.748961038961039,0.6412978093346611,0.7365943662083027,0.735990171422474,0.03231180726234071,0.46179801741129445,4200
context_prior_or_assist_ablation,amputee_loso,4,assist_prefix_extra_trees,0.3535714285714286,0.07597402597402597,0.06651566468689425,0.020731103943963294,2.2368702450552016,0.1662801714799284,0.8631651603113906,4200
user_decoder_adequacy,amputee_loso,4,lda,0.49,0.09142857142857141,0.0652636089577065,0.005051466319071953,2.199243774059376,0.21532192754849466,0.8049827080937612,4200
user_decoder_adequacy,amputee_loso,4,logreg,0.21523809523809523,0.0738095238095238,0.06677335648229,0.037205672660538945,2.758239812094357,0.09235093898735051,0.9361079448303569,4200
user_decoder_adequacy,amputee_loso,4,random_forest,0.255,0.07597402597402597,0.07349866874525522,0.04313768653644261,2.417477955059819,0.08856721251360791,0.8829419908995118,4200
user_decoder_adequacy,amputee_loso,4,extra_trees,0.2885714285714286,0.08753246753246753,0.07919455042826867,0.04825623190777794,2.311512334896488,0.08439854046083796,0.8668468086784537,4200
context_prior_or_assist_ablation,amputee_loso,5,object_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.8329776593428097,0.0023225165939437242,0.5483660690724309,4200
context_prior_or_assist_ablation,amputee_loso,5,object_prior_active_conditional,0.4142857142857143,0.7532467532467532,0.4932918536135152,0.8147809364880704,13.955328734531369,0.4061363958597096,0.9921032868904979,4200
context_prior_or_assist_ablation,amputee_loso,5,object_only_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.9670546797882991,0.0017450358123583531,0.5931388551123562,4200
context_prior_or_assist_ablation,amputee_loso,5,object_only_prior_active_conditional,0.3357142857142857,0.6103896103896104,0.4076623691363823,0.6630997489594874,14.08941137306047,0.3308007587581344,0.9954351101531477,4200
context_prior_or_assist_ablation,amputee_loso,5,metadata_extra_trees,0.41833333333333333,0.7547619047619047,0.503456768019193,0.7513272868773302,1.376271773531701,0.33816728834254606,0.8441374288549192,4200
context_prior_or_assist_ablation,amputee_loso,5,metadata_logreg,0.4157142857142857,0.7558441558441558,0.5023446909439997,0.7539681076332948,1.3755530758459487,0.34094619933969544,0.8430864162864314,4200
context_prior_or_assist_ablation,amputee_loso,5,assist_full_extra_trees,0.6373809523809524,0.754069264069264,0.6409267741054904,0.7412350593872755,0.7282562609304993,0.04334562460324528,0.4481196858979119,4200
context_prior_or_assist_ablation,amputee_loso,5,assist_tail_extra_trees,0.6447619047619048,0.786969696969697,0.6540378795033582,0.7630722560697133,0.6856188984575663,0.05935840060476355,0.436974614420443,4200
context_prior_or_assist_ablation,amputee_loso,5,assist_prefix_extra_trees,0.43833333333333335,0.1576190476190476,0.13838441971085852,0.08638649554199523,1.9573656276092537,0.18253082101608353,0.7809158538604867,4200
user_decoder_adequacy,amputee_loso,5,lda,0.4607142857142857,0.12545454545454546,0.1041161533653196,0.04625440123493064,1.9207078997799796,0.0626223202719313,0.7382139987427183,4200
user_decoder_adequacy,amputee_loso,5,logreg,0.15642857142857142,0.13324675324675325,0.10342588457583636,0.1050256157634628,2.827871029845291,0.16864381264955253,1.0149056211971177,4200
user_decoder_adequacy,amputee_loso,5,random_forest,0.39785714285714285,0.17012987012987013,0.14954026226283512,0.10458704261914925,2.0640290581047065,0.1654371552966577,0.81287754316787,4200
user_decoder_adequacy,amputee_loso,5,extra_trees,0.42404761904761906,0.16008658008658008,0.13793298847761729,0.08744781462049055,2.031651345654942,0.1910568941845389,0.8022545769981144,4200
context_prior_or_assist_ablation,amputee_loso,6,object_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.8329776593428097,0.0023225165939437242,0.5483660690724309,4200
context_prior_or_assist_ablation,amputee_loso,6,object_prior_active_conditional,0.4142857142857143,0.7532467532467532,0.4932918536135152,0.8147809364880704,13.955328734531369,0.4061363958597097,0.9921032868904981,4200
context_prior_or_assist_ablation,amputee_loso,6,object_only_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.9670546797882991,0.0017450358123583531,0.5931388551123562,4200
context_prior_or_assist_ablation,amputee_loso,6,object_only_prior_active_conditional,0.3357142857142857,0.6103896103896104,0.4076623691363823,0.6630997489594874,14.089411373060472,0.3308007587581344,0.9954351101531479,4200
context_prior_or_assist_ablation,amputee_loso,6,metadata_extra_trees,0.4142857142857143,0.7532467532467532,0.5012910925903511,0.8271286282082405,1.375362250878323,0.34135562391932933,0.8505153316411282,4200
context_prior_or_assist_ablation,amputee_loso,6,metadata_logreg,0.415,0.7545454545454544,0.5006404865780344,0.8261175946258209,1.3990383151214194,0.346299249254343,0.8526388613912802,4200
context_prior_or_assist_ablation,amputee_loso,6,assist_full_extra_trees,0.6730952380952381,0.700952380952381,0.648691576996065,0.7013499365902751,0.7000083159929179,0.07249310385903056,0.4318791728176667,4200
context_prior_or_assist_ablation,amputee_loso,6,assist_tail_extra_trees,0.5511904761904762,0.7508658008658009,0.5855151967511013,0.734704216937217,0.8084043534958868,0.07447051478535262,0.5271473868457939,4200
context_prior_or_assist_ablation,amputee_loso,6,assist_prefix_extra_trees,0.4930952380952381,0.15121212121212121,0.1389930069094156,0.07437993669756468,1.8259504228289556,0.15838270196234547,0.7188320153381268,4200
user_decoder_adequacy,amputee_loso,6,lda,0.5157142857142857,0.14636363636363636,0.1229078525346469,0.057478928025897665,1.7571228133668102,0.058340606770381415,0.6651688339604699,4200
user_decoder_adequacy,amputee_loso,6,logreg,0.36833333333333335,0.17021645021645024,0.13320504707843994,0.08805354603234417,2.2900527006895564,0.2012007613578626,0.8689811435692278,4200
user_decoder_adequacy,amputee_loso,6,random_forest,0.4895238095238095,0.15095238095238098,0.1453604282663007,0.08263009915539364,1.8308252180334,0.15811987839007732,0.7202342162616218,4200
user_decoder_adequacy,amputee_loso,6,extra_trees,0.4895238095238095,0.15562770562770567,0.14726578576024166,0.08554293831019343,1.8356273995717614,0.16403907329958423,0.7197553165252095,4200
context_prior_or_assist_ablation,amputee_loso,7,object_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.8329776593428097,0.0023225165939437242,0.5483660690724309,4200
context_prior_or_assist_ablation,amputee_loso,7,object_prior_active_conditional,0.4142857142857143,0.7532467532467532,0.4932918536135152,0.8147809364880704,13.955328734531369,0.4061363958597096,0.9921032868904981,4200
context_prior_or_assist_ablation,amputee_loso,7,object_only_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.9670546797882991,0.0017450358123583531,0.5931388551123562,4200
context_prior_or_assist_ablation,amputee_loso,7,object_only_prior_active_conditional,0.3357142857142857,0.6103896103896104,0.4076623691363823,0.6630997489594874,14.089411373060472,0.3308007587581344,0.9954351101531477,4200
context_prior_or_assist_ablation,amputee_loso,7,metadata_extra_trees,0.41523809523809524,0.7534199134199134,0.5007715761763734,0.8239668069351674,1.369641134151742,0.3390017377501405,0.8483473333037513,4200
context_prior_or_assist_ablation,amputee_loso,7,metadata_logreg,0.41309523809523807,0.751082251082251,0.4984451999328517,0.8225018488746174,1.3907063194394795,0.3477187048030916,0.8503356629969469,4200
context_prior_or_assist_ablation,amputee_loso,7,assist_full_extra_trees,0.5,0.09090909090909091,0.0606060606060606,0.0,1.8945648610657297,0.1134860183884868,0.747183202393426,4200
context_prior_or_assist_ablation,amputee_loso,7,assist_tail_extra_trees,0.5,0.09090909090909091,0.0606060606060606,0.0,2.0928777475116083,0.03781337196800978,0.7417289833511701,4200
context_prior_or_assist_ablation,amputee_loso,7,assist_prefix_extra_trees,0.15333333333333332,0.08709956709956711,0.03713642980018526,0.015126635816290989,2.1613143360006855,0.1425952222691459,0.8574931244740386,4200
user_decoder_adequacy,amputee_loso,7,lda,0.05023809523809524,0.09134199134199134,0.012633371069396309,0.024592044345346564,26.242891245581212,0.9497044785624557,1.8994365415219676,4200
user_decoder_adequacy,amputee_loso,7,logreg,0.05,0.09090909090909091,0.008658008658008658,0.01818181818181818,26.24947006013262,0.9499999999899998,1.8999999999791002,4200
user_decoder_adequacy,amputee_loso,7,random_forest,0.5045238095238095,0.11316017316017316,0.0827318813854048,0.018500572339297593,2.1258839563651164,0.3263036440013191,0.842487582289894,4200
user_decoder_adequacy,amputee_loso,7,extra_trees,0.5019047619047619,0.10216450216450217,0.0733230591678977,0.010316382276247038,2.1042416154271244,0.30904957926801,0.8330184001558271,4200
context_prior_or_assist_ablation,amputee_loso,8,object_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.8329776593428097,0.0023225165939437242,0.5483660690724309,4200
context_prior_or_assist_ablation,amputee_loso,8,object_prior_active_conditional,0.4142857142857143,0.7532467532467532,0.4932918536135152,0.8147809364880704,13.955328734531369,0.4061363958597097,0.9921032868904981,4200
context_prior_or_assist_ablation,amputee_loso,8,object_only_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.9670546797882991,0.0017450358123583531,0.5931388551123562,4200
context_prior_or_assist_ablation,amputee_loso,8,object_only_prior_active_conditional,0.3357142857142857,0.6103896103896104,0.4076623691363823,0.6630997489594874,14.089411373060472,0.3308007587581344,0.9954351101531479,4200
context_prior_or_assist_ablation,amputee_loso,8,metadata_extra_trees,0.42214285714285715,0.7546753246753247,0.5089535231618202,0.8299344113682452,1.347424338121436,0.3327370395268378,0.837323873554845,4200
context_prior_or_assist_ablation,amputee_loso,8,metadata_logreg,0.4142857142857143,0.7532467532467532,0.5018514212635609,0.8272125793206421,1.3827490085241567,0.34493139735505957,0.8475461970791593,4200
context_prior_or_assist_ablation,amputee_loso,8,assist_full_extra_trees,0.7314285714285714,0.7544155844155843,0.6922794441757634,0.7212037815548765,0.6134812001840235,0.08987155061794601,0.37126294346018635,4200
context_prior_or_assist_ablation,amputee_loso,8,assist_tail_extra_trees,0.6571428571428571,0.8223376623376623,0.6728018880897189,0.7850893089492683,0.6718442598104495,0.06017594569495382,0.4294472735775829,4200
context_prior_or_assist_ablation,amputee_loso,8,assist_prefix_extra_trees,0.4807142857142857,0.1435064935064935,0.12698116074124582,0.0633252129105427,1.8513891626330337,0.18398877392833166,0.7214950737610919,4200
user_decoder_adequacy,amputee_loso,8,lda,0.49547619047619046,0.09787878787878788,0.07418239466924813,0.013423088859748683,1.6921489678742412,0.10953462727803205,0.6555414560414106,4200
user_decoder_adequacy,amputee_loso,8,logreg,0.3880952380952381,0.18121212121212119,0.14367284657271784,0.1003648852220801,2.1613829899765853,0.19989733832787715,0.8448034543816891,4200
user_decoder_adequacy,amputee_loso,8,random_forest,0.46,0.17363636363636364,0.15872136390114588,0.09982506620329215,1.8791110846306325,0.16515944292427623,0.728885307267801,4200
user_decoder_adequacy,amputee_loso,8,extra_trees,0.47023809523809523,0.15562770562770561,0.1374760171101179,0.07490960631366725,1.8484202141443682,0.17560609050378273,0.7207162491283333,4200
context_prior_or_assist_ablation,amputee_loso,9,object_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.8329776593428097,0.0023225165939437242,0.5483660690724309,4200
context_prior_or_assist_ablation,amputee_loso,9,object_prior_active_conditional,0.4142857142857143,0.7532467532467532,0.4932918536135152,0.8147809364880704,13.955328734531367,0.4061363958597097,0.9921032868904981,4200
context_prior_or_assist_ablation,amputee_loso,9,object_only_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.9670546797882991,0.0017450358123583531,0.5931388551123562,4200
context_prior_or_assist_ablation,amputee_loso,9,object_only_prior_active_conditional,0.3357142857142857,0.6103896103896104,0.4076623691363823,0.6630997489594874,14.089411373060472,0.3308007587581344,0.9954351101531477,4200
context_prior_or_assist_ablation,amputee_loso,9,metadata_extra_trees,0.41523809523809524,0.7549783549783549,0.5005111721498644,0.7504865399989911,1.3753034415139938,0.34007476292090827,0.849502801375145,4200
context_prior_or_assist_ablation,amputee_loso,9,metadata_logreg,0.41404761904761905,0.7528138528138527,0.49934431403277313,0.8239297874026701,1.3966015520028392,0.3481147403948984,0.8521099463499465,4200
context_prior_or_assist_ablation,amputee_loso,9,assist_full_extra_trees,0.6426190476190476,0.6591774891774892,0.6127796160509892,0.666026707064672,0.7674400249698853,0.08990416309745601,0.46919194608308085,4200
context_prior_or_assist_ablation,amputee_loso,9,assist_tail_extra_trees,0.549047619047619,0.7582683982683982,0.5868086812190704,0.7488341624140022,0.8237885134864259,0.05664881859318151,0.538583659016262,4200
context_prior_or_assist_ablation,amputee_loso,9,assist_prefix_extra_trees,0.49976190476190474,0.1567099567099567,0.12674777767248643,0.0557373202791461,2.0117992613583473,0.2212869209442689,0.7731753894690616,4200
user_decoder_adequacy,amputee_loso,9,lda,0.36904761904761907,0.12554112554112554,0.0947381600756426,0.0421535525935153,5.622996962861542,0.3289434431223698,1.0410203519083916,4200
user_decoder_adequacy,amputee_loso,9,logreg,0.15857142857142856,0.0864935064935065,0.06842247829520108,0.048858553449170256,6.433151091150231,0.3420657789854661,1.1362282841200253,4200
user_decoder_adequacy,amputee_loso,9,random_forest,0.4926190476190476,0.15151515151515152,0.12435576761254877,0.052968401198099986,1.9972076206091598,0.2291973566021296,0.7815015334984795,4200
user_decoder_adequacy,amputee_loso,9,extra_trees,0.4930952380952381,0.1554978354978355,0.12448432348886436,0.05283713795529543,1.9889792642676591,0.22732041524488583,0.7786707349382781,4200
context_prior_or_assist_ablation,amputee_loso,10,object_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.8329776593428097,0.0023225165939437242,0.5483660690724309,4200
context_prior_or_assist_ablation,amputee_loso,10,object_prior_active_conditional,0.4142857142857143,0.7532467532467532,0.4932918536135152,0.8147809364880704,13.955328734531369,0.4061363958597096,0.9921032868904981,4200
context_prior_or_assist_ablation,amputee_loso,10,object_only_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.9670546797882991,0.0017450358123583531,0.5931388551123561,4200
context_prior_or_assist_ablation,amputee_loso,10,object_only_prior_active_conditional,0.3357142857142857,0.6103896103896104,0.4076623691363823,0.6630997489594874,14.08941137306047,0.3308007587581344,0.9954351101531477,4200
context_prior_or_assist_ablation,amputee_loso,10,metadata_extra_trees,0.43642857142857144,0.7405194805194806,0.5156944343036748,0.7431566741622194,1.3813918624875399,0.32314399894962254,0.8120719979093619,4200
context_prior_or_assist_ablation,amputee_loso,10,metadata_logreg,0.41333333333333333,0.7515151515151515,0.5018054492652883,0.8256163060182933,1.3049972093035034,0.33473539529929425,0.8151583963597958,4200
context_prior_or_assist_ablation,amputee_loso,10,assist_full_extra_trees,0.5795238095238096,0.45290043290043297,0.5012083523203046,0.5203195086302465,0.8318085426165975,0.04311629973336233,0.5224091353190619,4200
context_prior_or_assist_ablation,amputee_loso,10,assist_tail_extra_trees,0.7052380952380952,0.6775757575757576,0.661509889480257,0.6799601849515685,0.6653992429793695,0.10944970698617634,0.40219792026659973,4200
context_prior_or_assist_ablation,amputee_loso,10,assist_prefix_extra_trees,0.28285714285714286,0.06857142857142856,0.06899317735167307,0.028957581830354347,2.2704388903121955,0.04756859700765573,0.8573974422449075,4200
user_decoder_adequacy,amputee_loso,10,lda,0.4247619047619048,0.0854112554112554,0.07036637149411973,0.01538376639409419,2.116443159740751,0.2216944219581535,0.8417024237903742,4200
user_decoder_adequacy,amputee_loso,10,logreg,0.23047619047619047,0.09177489177489177,0.09137047514910167,0.06717809761731991,2.5112743074568042,0.0402892470970637,0.9041327609002159,4200
user_decoder_adequacy,amputee_loso,10,random_forest,0.27,0.08025974025974024,0.07668955130018072,0.04485706012619673,2.454318442856051,0.08090137993597439,0.8792133035313445,4200
user_decoder_adequacy,amputee_loso,10,extra_trees,0.26880952380952383,0.07575757575757576,0.07217092626021492,0.03853557775132806,2.407366238087071,0.08071611351377568,0.8699578769764417,4200
context_prior_or_assist_ablation,amputee_loso,11,object_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.8329776593428097,0.0023225165939437242,0.5483660690724309,4200
context_prior_or_assist_ablation,amputee_loso,11,object_prior_active_conditional,0.4142857142857143,0.7532467532467532,0.4932918536135152,0.8147809364880704,13.955328734531369,0.4061363958597096,0.9921032868904981,4200
context_prior_or_assist_ablation,amputee_loso,11,object_only_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.9670546797882988,0.0017450358123583531,0.5931388551123562,4200
