audit,split,fold_id,subject_id,model,accuracy,balanced_accuracy,macro_f1,active_macro_f1,nll,ece,brier,n
user_decoder_adequacy,amputee_loso,1,S102,random_forest,0.4645238095238095,0.123030303030303,0.10080418713348736,0.040515388461238304,1.9759231838675027,0.08428960556815884,0.7443276944420413,4200
user_decoder_adequacy,amputee_loso,1,S102,extra_trees,0.4654761904761905,0.1228138528138528,0.10447742091518677,0.044182362846939015,1.9634370070185052,0.10493028286701267,0.735325384831914,4200
context_prior_or_assist_ablation,amputee_loso,2,S103,object_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.8329776593428097,0.0023225165939437242,0.5483660690724309,4200
context_prior_or_assist_ablation,amputee_loso,2,S103,object_prior_active_conditional,0.4142857142857143,0.7532467532467532,0.4932918536135152,0.8147809364880704,13.955328734531369,0.4061363958597096,0.9921032868904981,4200
context_prior_or_assist_ablation,amputee_loso,2,S103,object_only_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.9670546797882991,0.0017450358123583531,0.5931388551123562,4200
context_prior_or_assist_ablation,amputee_loso,2,S103,object_only_prior_active_conditional,0.3357142857142857,0.6103896103896104,0.4076623691363823,0.6630997489594874,14.089411373060472,0.3308007587581344,0.9954351101531479,4200
context_prior_or_assist_ablation,amputee_loso,2,S103,metadata_extra_trees,0.4142857142857143,0.7532467532467532,0.5011627218229575,0.8259030555111183,1.3705286521377429,0.3384345740465257,0.8483249506314852,4200
context_prior_or_assist_ablation,amputee_loso,2,S103,metadata_logreg,0.4142857142857143,0.7532467532467532,0.5020449663342116,0.8272125793206421,1.3932788753612646,0.34633592916004513,0.8512114825557101,4200
context_prior_or_assist_ablation,amputee_loso,2,S103,assist_full_extra_trees,0.7407142857142858,0.7518181818181818,0.7052087903966168,0.7309324226064035,0.6074738657221684,0.1132958438680181,0.36662395531376174,4200
context_prior_or_assist_ablation,amputee_loso,2,S103,assist_tail_extra_trees,0.6166666666666667,0.7993939393939393,0.6463233906512721,0.7822879726341362,0.7382115530543899,0.0516293398366755,0.4744607515849442,4200
context_prior_or_assist_ablation,amputee_loso,2,S103,assist_prefix_extra_trees,0.4861904761904762,0.12151515151515149,0.11438905676363219,0.05024407811050837,1.8540464822805809,0.18812760548847987,0.7235558327328139,4200
user_decoder_adequacy,amputee_loso,2,S103,lda,0.4976190476190476,0.09943722943722944,0.07467894462130782,0.01301642832797591,1.7492716003725497,0.09719254956019252,0.6630862347461601,4200
user_decoder_adequacy,amputee_loso,2,S103,logreg,0.32,0.147012987012987,0.1321498462312485,0.09176974098651747,2.310727460735575,0.1512399387460793,0.8794253822307894,4200
user_decoder_adequacy,amputee_loso,2,S103,random_forest,0.43761904761904763,0.130995670995671,0.12787976418308594,0.06901875953709383,1.9002199023432305,0.14989626202459808,0.7423275883137115,4200
user_decoder_adequacy,amputee_loso,2,S103,extra_trees,0.44285714285714284,0.10818181818181817,0.0978900746532758,0.03660292329627683,1.8761743458295725,0.17994397490315728,0.7331092414342099,4200
context_prior_or_assist_ablation,amputee_loso,3,S104,object_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.8329776593428098,0.0023225165939437242,0.5483660690724309,4200
context_prior_or_assist_ablation,amputee_loso,3,S104,object_prior_active_conditional,0.4142857142857143,0.7532467532467532,0.4932918536135152,0.8147809364880704,13.955328734531367,0.4061363958597097,0.9921032868904981,4200
context_prior_or_assist_ablation,amputee_loso,3,S104,object_only_prior_allclass,0.5,0.09090909090909091,0.0606060606060606,0.0,0.967054679788299,0.0017450358123583531,0.5931388551123562,4200
context_prior_or_assist_ablation,amputee_loso,3,S104,object_only_prior_active_conditional,0.3357142857142857,0.6103896103896104,0.4076623691363823,0.6630997489594874,14.089411373060472,0.3308007587581344,0.9954351101531479,4200
context_prior_or_assist_ablation,amputee_loso,3,S104,metadata_extra_trees,0.4057142857142857,0.7368831168831168,0.4939981452860199,0.7415263700954076,1.3852945302360378,0.34699754124521553,0.8590801101959763,4200
context_prior_or_assist_ablation,amputee_loso,3,S104,metadata_logreg,0.41285714285714287,0.7506493506493506,0.49783939101387387,0.8214281995282018,1.4004167176103357,0.34791691449834244,0.8544074138037087,4200
