audit,split,fold_id,condition,policy,tau,accuracy,balanced_accuracy,macro_f1,active_macro_f1,risk_coverage_auc,mean_cdc,expected_cdc,mean_cdc_all,candidate_cdc_all,intervention_rate,changed_vs_user_rate,n_test,threshold,budget_type,budget,dev_budget_value,test_budget_value,test_budget_gap,pareto
context_degradation,all_subject_kfold,2,clean,CD-margin tau=0.00,0.0,0.27126984126984127,0.15992784992784992,0.14605677331497713,0.12646617638868013,0.8197533093025586,0.0,0.0,0.0,0.01687969891137515,0.0,0.0,37800,,,,,,,True
context_degradation,all_subject_kfold,2,clean,CD-margin tau=0.01,0.01,0.4113756613756614,0.5164838864838864,0.4133871318584789,0.5021154862092274,0.514750933137119,0.0051348281303509906,0.002435511469551929,0.002435511469551929,0.01687969891137515,0.4743121693121693,0.4743121693121693,37800,,,,,,,True
context_degradation,all_subject_kfold,2,clean,CD-margin tau=0.02,0.02,0.4395502645502645,0.6075372775372775,0.47342101250739754,0.5970143222463258,0.506819567375743,0.006980415723299967,0.004286492321937535,0.004286492321937535,0.01687969891137515,0.6140740740740741,0.6140740740740741,37800,,,,,,,True
context_degradation,all_subject_kfold,2,clean,CD-margin tau=0.05,0.05,0.45026455026455026,0.6265848965848965,0.4900988639967499,0.6226033086035954,0.6180272602398604,0.011040428066435928,0.007962251574579625,0.007962251574579625,0.01687969891137515,0.7211904761904762,0.7211904761904762,37800,,,,,,,True
context_degradation,all_subject_kfold,2,clean,CD-margin tau=0.10,0.1,0.45084656084656083,0.6278162578162578,0.49050717027065116,0.6246820473371053,0.6595898760993256,0.014582839857747916,0.011221842481009825,0.011221842481009825,0.01687969891137515,0.7695238095238095,0.7695238095238095,37800,,,,,,,True
prospective_threshold,all_subject_kfold,2,clean,ConfGate dev cdc<=0.02,,0.27126984126984127,0.15992784992784992,0.14605677331497713,0.12646617638868013,0.8197533093025586,0.0,0.0,0.0,0.01687969891137515,0.0,0.0,37800,inf,cdc,0.02,0.0,0.0,-0.02,True
prospective_threshold,all_subject_kfold,2,clean,ConfGate dev intervention<=0.10,,0.27126984126984127,0.15992784992784992,0.14605677331497713,0.12646617638868013,0.8197533093025586,0.0,0.0,0.0,0.01687969891137515,0.0,0.0,37800,inf,intervention,0.1,0.0,0.0,-0.1,True
prospective_threshold,all_subject_kfold,2,clean,ConfGate dev intervention<=0.25,,0.3353174603174603,0.27715728715728716,0.2345079264777949,0.2397634928753762,0.747127151475775,0.046361093650120325,0.012819210339445967,0.012819210339445967,0.01687969891137515,0.2765079365079365,0.2765079365079365,37800,0.4450004598946146,intervention,0.25,0.2454421768707483,0.2765079365079365,0.02650793650793648,True
context_degradation,all_subject_kfold,3,clean,CD-margin tau=0.00,0.0,0.3383862433862434,0.1768061568061568,0.1680915064208626,0.14016159826190944,0.6464218294894017,0.0,0.0,0.0,0.005855340539263281,0.0,0.0,37800,,,,,,,True
context_degradation,all_subject_kfold,3,clean,CD-margin tau=0.01,0.01,0.5160582010582011,0.6417941317941319,0.5225203777428751,0.6378739700188457,0.3880738820349592,0.005109120246797655,0.003226314822514816,0.003226314822514816,0.005855340539263281,0.6314814814814815,0.6314814814814815,37800,,,,,,,True
