split,fold_id,calibration,branch,accuracy,balanced_accuracy,macro_f1,active_macro_f1,nll,ece,brier,temperature_user,temperature_assist,dirichlet_user_method,dirichlet_assist_method
amputee_loso,12,dirichlet_logreg,user,0.5009523809523809,0.09264069264069263,0.06404303578002352,0.003398470688190314,1.8025281504336783,0.1428470083646969,0.7014019512571805,,,dirichlet_logreg,dirichlet_logreg
amputee_loso,12,dirichlet_logreg,assist,0.5069047619047619,0.2963203463203464,0.3408921124713984,0.33552480507507876,1.2707598049902693,0.19915768430253047,0.6803704343906345,,,dirichlet_logreg,dirichlet_logreg
amputee_loso,13,none,user,0.3485714285714286,0.16,0.11857167314710083,0.07636478409438541,2.3313899262004716,0.1232539663651282,0.8510722002433492,,,,
amputee_loso,13,none,assist,0.633095238095238,0.7236796536796537,0.6045149774954058,0.6772915140814058,1.0104626570530337,0.17413646330204563,0.5181762520797085,,,,
amputee_loso,13,scalar_temperature,user,0.3485714285714286,0.16,0.11857167314710083,0.07636478409438541,2.3143610998120683,0.21660507912870083,0.8876391343334303,3.2791102290260126,2.730639799487245,,
amputee_loso,13,scalar_temperature,assist,0.633095238095238,0.7236796536796537,0.6045149774954058,0.6772915140814058,0.8161489088329361,0.04369857294848957,0.4659971461824514,3.2791102290260126,2.730639799487245,,
amputee_loso,13,dirichlet_logreg,user,0.5023809523809524,0.10536796536796537,0.08207254127557732,0.020698902774374472,1.7704098322008412,0.11230714375087031,0.6875728613191504,,,dirichlet_logreg,dirichlet_logreg
amputee_loso,13,dirichlet_logreg,assist,0.6307142857142857,0.39792207792207784,0.4492277706701792,0.4083846974699334,0.8171157034827247,0.12457593999470584,0.49351703953915127,,,dirichlet_logreg,dirichlet_logreg
amputee_loso,14,none,user,0.05547619047619048,0.10086580086580087,0.03173734932289652,0.056465843688179626,18.25829447667465,0.8032088747625381,1.698684659283445,,,,
amputee_loso,14,none,assist,0.05142857142857143,0.0935064935064935,0.02031367110323829,0.037605679151745994,26.1861829107176,0.9479579233716121,1.8960974630533378,,,,
amputee_loso,14,scalar_temperature,user,0.05547619047619048,0.10086580086580087,0.03173734932289652,0.056465843688179626,5.189439396486463,0.5777253917773334,1.4255643512079856,3.933018093531042,2.459629457478597,,
amputee_loso,14,scalar_temperature,assist,0.05142857142857143,0.0935064935064935,0.02031367110323829,0.037605679151745994,10.647797096748354,0.9471457935406137,1.8949902938117151,3.933018093531042,2.459629457478597,,
amputee_loso,14,dirichlet_logreg,user,0.06523809523809523,0.08978354978354977,0.027690264573374066,0.03722939424031777,10.392479406358753,0.7896372607953951,1.6712540083566465,,,dirichlet_logreg,dirichlet_logreg
amputee_loso,14,dirichlet_logreg,assist,0.21142857142857144,0.10467532467532466,0.05362736506741452,0.023058234512891507,12.230286320514065,0.7834442509386021,1.570330468238102,,,dirichlet_logreg,dirichlet_logreg
able_to_amputee,0,none,user,0.3533650793650794,0.14305339105339107,0.12939858973761237,0.08773686241198858,4.615046416044355,0.3171871195938556,0.978254703497508,,,,
able_to_amputee,0,none,assist,0.5003174603174603,0.6887849927849928,0.5368243156619404,0.6804221706226392,3.722676941287669,0.31467914307063255,0.7649768195831165,,,,
able_to_amputee,0,scalar_temperature,user,0.3533650793650794,0.14305339105339107,0.12939858973761237,0.08773686241198858,4.696334080928643,0.3074098826339034,0.9766556463694253,0.823234886762552,2.5844312686304587,,
able_to_amputee,0,scalar_temperature,assist,0.5003174603174603,0.6887849927849928,0.5368243156619404,0.6804221706226392,1.81294051947295,0.15687623040682092,0.667866660988439,0.823234886762552,2.5844312686304587,,
able_to_amputee,0,dirichlet_logreg,user,0.4377936507936508,0.11313131313131314,0.1016650123145285,0.047872897587342526,3.5711985630400975,0.18408019135960405,0.8307804657257558,,,dirichlet_logreg,dirichlet_logreg
able_to_amputee,0,dirichlet_logreg,assist,0.6024126984126984,0.5142049062049062,0.5259943935251403,0.5395650396636719,2.541544629746807,0.15149655437420714,0.5914483696216806,,,dirichlet_logreg,dirichlet_logreg
all_subject_kfold,0,none,user,0.3218783068783069,0.1618566618566619,0.1536577241670505,0.12376155031693593,4.952272358665758,0.27746114038645037,0.9848298609645517,,,,
all_subject_kfold,0,none,assist,0.5023280423280423,0.714102934102934,0.5453698536779963,0.7032118058048847,3.3534494866945095,0.29815318928623835,0.7297091410976472,,,,
all_subject_kfold,0,scalar_temperature,user,0.3218783068783069,0.1618566618566619,0.1536577241670505,0.12376155031693593,2.453815948360929,0.29065552696473806,0.9431907078797687,9.999590584787839,4.50581001346516,,
all_subject_kfold,0,scalar_temperature,assist,0.5023280423280423,0.714102934102934,0.5453698536779963,0.7032118058048847,1.39140265347769,0.14858999625144811,0.6455229217332856,9.999590584787839,4.50581001346516,,
all_subject_kfold,0,dirichlet_logreg,user,0.4487830687830688,0.09566618566618566,0.07358303604222484,0.018667171266221114,1.9936143736086105,0.13444758881355665,0.7308295043858463,,,dirichlet_logreg,dirichlet_logreg
all_subject_kfold,0,dirichlet_logreg,assist,0.6505291005291005,0.4707022607022608,0.5407962520324815,0.5166932360462438,1.0617903570536524,0.049278335131033545,0.47697092702162247,,,dirichlet_logreg,dirichlet_logreg
all_subject_kfold,1,none,user,0.32592592592592595,0.1699086099086099,0.15815235940701433,0.1316279783967683,3.163489104777724,0.19984421989933268,0.9098009124859439,,,,
all_subject_kfold,1,none,assist,0.5263492063492063,0.7560461760461762,0.576050044986716,0.7462143345061104,1.754691896568823,0.2546449459714448,0.6703929755339737,,,,
all_subject_kfold,1,scalar_temperature,user,0.32592592592592595,0.1699086099086099,0.15815235940701433,0.1316279783967683,3.0575729826953992,0.20742588433474266,0.9117238619521776,1.1224444516573846,2.2233883340392295,,
all_subject_kfold,1,scalar_temperature,assist,0.5263492063492063,0.7560461760461762,0.576050044986716,0.7462143345061104,1.1477106327693987,0.1139478363943614,0.5791485365315401,1.1224444516573846,2.2233883340392295,,
all_subject_kfold,1,dirichlet_logreg,user,0.4649206349206349,0.10552669552669554,0.09345764194627547,0.03676822670848852,2.5241781252743603,0.11112377658247986,0.7581763548688629,,,dirichlet_logreg,dirichlet_logreg
all_subject_kfold,1,dirichlet_logreg,assist,0.6423809523809524,0.5431601731601732,0.5749553814424482,0.5819206748840349,1.3036221895069995,0.09080410791471112,0.49619099575201564,,,dirichlet_logreg,dirichlet_logreg
all_subject_kfold,2,none,user,0.27126984126984127,0.15992784992784992,0.14605677331497713,0.12646617638868013,3.5250995847076747,0.24948268596988893,0.9934309583276659,,,,
all_subject_kfold,2,none,assist,0.45082010582010584,0.6278547378547379,0.4910423146122886,0.6240505120819126,6.635471416197412,0.384691772337309,0.8860266523143319,,,,
all_subject_kfold,2,scalar_temperature,user,0.27126984126984127,0.15992784992784992,0.14605677331497713,0.12646617638868013,2.4066895228999203,0.19443627359813168,0.9116803274959685,9.9995407594221,6.336210437125446,,
all_subject_kfold,2,scalar_temperature,assist,0.45082010582010584,0.6278547378547379,0.4910423146122886,0.6240505120819126,1.8214430187520008,0.3345372999270428,0.8157385135884975,9.9995407594221,6.336210437125446,,
all_subject_kfold,2,dirichlet_logreg,user,0.4916931216931217,0.09156325156325154,0.06469293856491508,0.004559902192359176,1.9091024967506667,0.13191306083508364,0.7284970245475577,,,dirichlet_logreg,dirichlet_logreg
all_subject_kfold,2,dirichlet_logreg,assist,0.6485449735449735,0.48614237614237604,0.5506278905591407,0.5334007829233385,1.0011673072413463,0.03812650965220466,0.487754967257746,,,dirichlet_logreg,dirichlet_logreg
all_subject_kfold,3,none,user,0.3383862433862434,0.1768061568061568,0.1680915064208626,0.14016159826190944,2.2569495264821344,0.15731512546558943,0.8643484669292975,,,,
all_subject_kfold,3,none,assist,0.5581481481481482,0.7804858104858106,0.6017084773349904,0.7661667798152204,1.0350860879492219,0.21773254983733561,0.604932566470077,,,,
all_subject_kfold,3,scalar_temperature,user,0.3383862433862434,0.1768061568061568,0.1680915064208626,0.14016159826190944,2.3692602505592393,0.23931647745236712,0.9036159310344366,9.99959179525379,3.631729778094889,,
all_subject_kfold,3,scalar_temperature,assist,0.5581481481481482,0.7804858104858106,0.6017084773349904,0.7661667798152204,0.8917878553852918,0.04531983081513813,0.5157459823024051,9.99959179525379,3.631729778094889,,
all_subject_kfold,3,dirichlet_logreg,user,0.5037037037037037,0.11560846560846562,0.09434181254200573,0.03420394541458438,1.7583772408603733,0.05135430674248637,0.6866255614169139,,,dirichlet_logreg,dirichlet_logreg
all_subject_kfold,3,dirichlet_logreg,assist,0.6865343915343916,0.6021837421837423,0.6299958192506897,0.6338715033335708,0.6655605087227273,0.0112495486856643,0.4079776543719446,,,dirichlet_logreg,dirichlet_logreg
all_subject_kfold,4,none,user,0.37277777777777776,0.18890331890331893,0.17992531922442348,0.14795450487726433,2.3309250916999833,0.2008484236850216,0.8616910642005113,,,,
all_subject_kfold,4,none,assist,0.5727248677248677,0.7988936988936988,0.6121761664752043,0.7727588487379392,1.0206758634876685,0.2052763633064728,0.5833292421023436,,,,
all_subject_kfold,4,scalar_temperature,user,0.37277777777777776,0.18890331890331893,0.17992531922442348,0.14795450487726433,2.3719171549373446,0.14703509913032906,0.841776013242562,0.65112806575711,2.2209843601600836,,
all_subject_kfold,4,scalar_temperature,assist,0.5727248677248677,0.7988936988936988,0.6121761664752043,0.7727588487379392,0.8176958285337017,0.06738973178773158,0.504535087452614,0.65112806575711,2.2209843601600836,,
all_subject_kfold,4,dirichlet_logreg,user,0.4906084656084656,0.12534872534872535,0.11065471076885314,0.05142155211714103,1.9489639961056162,0.06022318986760335,0.6952428569299547,,,dirichlet_logreg,dirichlet_logreg
all_subject_kfold,4,dirichlet_logreg,assist,0.715925925925926,0.6998220298220298,0.679491871112834,0.7000190855186587,0.630219741979579,0.020077423148170827,0.36859338112507944,,,dirichlet_logreg,dirichlet_logreg
